Time,CPU_Utilization,Memory_Usage,Transaction_Throughput,Performance
3/2/25 19:00,91.83883619,37.07904788,401.6507652,1
3/2/25 20:00,33.29019834,35.63564449,64.6837857,1
3/2/25 21:00,69.62700559,13.31982526,931.9026345,1
3/2/25 22:00,38.05399685,64.86079006,456.7749409,1
3/2/25 23:00,56.80612191,55.24111209,968.3220781,1
03-03-25,59.20392514,14.63308761,965.4389782,1
3/3/25 1:00,26.636901,35.07818178,860.3589827,2
3/3/25 2:00,97.2626165,91.74392974,329.7264475,1
3/3/25 3:00,79.7619541,31.56057016,415.8428422,1
3/3/25 4:00,94.55490474,23.04053849,858.5798379,1
3/3/25 5:00,90.53446154,54.05074842,351.0759049,1
3/3/25 6:00,63.81099809,98.70854087,211.0181094,1
3/3/25 7:00,92.96868115,31.78497444,578.9611993,1
3/3/25 8:00,17.96432518,70.49219927,939.3470355,1
3/3/25 9:00,27.63845762,78.54576538,711.2283068,1
3/3/25 10:00,14.070456,31.38737896,591.5581116,1
3/3/25 11:00,39.27972977,75.53947138,142.3176691,1
3/3/25 12:00,44.98095607,43.10048194,634.2568654,2
3/3/25 13:00,34.42141286,66.90752475,990.5511576,1
3/3/25 14:00,84.58637582,67.01767397,183.0798145,1
3/3/25 15:00,42.1077994,58.21972157,542.4131697,1
3/3/25 16:00,35.28410587,18.1260793,883.5044183,2
3/3/25 17:00,58.84264748,85.1772246,753.7301869,1
3/3/25 18:00,22.68318025,38.87020585,712.1649539,2
3/3/25 19:00,82.19772827,26.78666594,717.3598798,1
3/3/25 20:00,16.70955793,13.66976274,391.5165937,1
3/3/25 21:00,98.81982429,63.18036489,328.9122521,1
3/3/25 22:00,79.50202924,70.98079257,818.8930977,1
3/3/25 23:00,27.88441134,11.4929046,819.6077249,2
03-04-25,10.49699054,56.08837525,873.7187027,1
3/4/25 1:00,83.39152856,30.38461977,917.5785249,1
3/4/25 2:00,73.61716095,68.06555114,535.7752789,1
3/4/25 3:00,75.61064512,25.69297861,526.44048,1
3/4/25 4:00,79.4143312,72.18439643,808.38042,1
3/4/25 5:00,16.66401866,44.80618117,667.4657342,2
3/4/25 6:00,42.26191557,94.30569899,716.8685334,1
3/4/25 7:00,20.42821536,22.37688497,806.003036,2
3/4/25 8:00,87.67930833,40.69597159,895.5050747,1
3/4/25 9:00,66.09683141,20.21261691,371.095399,1
3/4/25 10:00,39.78082224,93.22242565,406.803805,1
3/4/25 11:00,15.72025153,88.9605418,139.2828428,1
3/4/25 12:00,37.98840895,33.21474649,599.3661339,1
3/4/25 13:00,39.26649898,69.39856414,84.14516011,1
3/4/25 14:00,75.66455605,83.54999802,492.3181172,1
3/4/25 15:00,67.38017242,59.96807304,565.512403,1
3/4/25 16:00,89.84914683,57.66855205,322.2141895,1
3/4/25 17:00,52.49934326,31.76670618,611.2915975,1
3/4/25 18:00,20.76348213,18.3792491,78.97523744,1
3/4/25 19:00,74.19203085,90.74941822,85.48077931,1
3/4/25 20:00,78.47065438,91.03762514,831.4705326,1
3/4/25 21:00,60.51494778,66.97913115,392.1811093,1
3/4/25 22:00,79.3870462,40.51268119,170.707487,1
3/4/25 23:00,54.44160367,41.42886172,546.1310971,1
03-05-25,57.04595464,75.3360111,781.4938754,1
3/5/25 1:00,48.47869165,90.7399234,255.0299761,1
3/5/25 2:00,12.28772141,89.83777818,641.745952,1
3/5/25 3:00,19.71022843,80.18879913,131.0800917,1
